date,plot,plant_id,raceme_id,raceme_length,budding,mature,post_flowering,missing,fruiting,code,notes,notes2,finished,pollination_plant,previously.finished
21-Jul,CON7,1,9,2,0,0,0,10,0,abr,Aborted Raceme,,TRUE,FALSE,TRUE
01-Aug,CON7,1,9,2,0,0,0,10,0,abr,Aborted Raceme,,TRUE,FALSE,TRUE
12-Jul,CON7,1,10,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
21-Jul,CON7,1,10,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
01-Aug,CON7,1,10,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
12-Jul,CON7,1,11,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
21-Jul,CON7,1,11,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
01-Aug,CON7,1,11,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
12-Jul,CON7,1,12,1.5,0,0,0,4,0,none,,,TRUE,FALSE,TRUE
21-Jul,CON7,1,12,1.5,0,0,0,4,0,none,,,TRUE,FALSE,TRUE
01-Aug,CON7,1,12,1.5,0,0,0,4,0,none,,,TRUE,FALSE,TRUE
12-Jul,CON7,1,13,2,0,0,0,7,0,abr,Aborted Tip,,TRUE,FALSE,TRUE
21-Jul,CON7,1,13,2,0,0,0,7,0,abr,Aborted Tip,,TRUE,FALSE,TRUE
01-Aug,CON7,1,13,2,0,0,0,7,0,abr,Aborted Tip,,TRUE,FALSE,TRUE
12-Jul,CON7,1,14,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
21-Jul,CON7,1,14,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
01-Aug,CON7,1,14,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
12-Jul,CON7,1,15,4,0,0,0,4,1,abr,Aborted Tip,,TRUE,FALSE,TRUE
21-Jul,CON7,1,15,4,0,0,0,4,1,abr,Aborted Tip,,TRUE,FALSE,TRUE
01-Aug,CON7,1,15,4,0,0,0,4,1,abr,Aborted Tip,,TRUE,FALSE,TRUE
12-Jul,CON7,1,16,1.5,0,0,0,7,1,none,,,TRUE,FALSE,TRUE
21-Jul,CON7,1,16,1.5,0,0,0,7,1,none,,,TRUE,FALSE,TRUE
01-Aug,CON7,1,16,1.5,0,0,0,7,1,none,,,TRUE,FALSE,TRUE
12-Jul,CON7,1,17,5.5,0,0,0,21,2,none,,,TRUE,FALSE,TRUE
21-Jul,CON7,1,17,5.5,0,0,0,21,2,none,,,TRUE,FALSE,TRUE
01-Aug,CON7,1,17,5.5,0,0,0,21,2,none,,,TRUE,FALSE,TRUE
12-Jul,OTC1,1,1,3.5,0,0,0,14,1,none,,whole plant finished,TRUE,FALSE,TRUE
21-Jul,OTC1,1,1,3.5,0,0,0,14,1,none,,whole plant finished,TRUE,FALSE,TRUE
01-Aug,OTC1,1,1,3.5,0,0,0,14,1,none,,whole plant finished,TRUE,FALSE,TRUE
12-Jul,OTC1,1,2,6,0,0,0,15,6,none,,,TRUE,FALSE,TRUE
21-Jul,OTC1,1,2,6,0,0,0,15,6,none,,,TRUE,FALSE,TRUE
01-Aug,OTC1,1,2,6,0,0,0,15,6,none,,,TRUE,FALSE,TRUE
12-Jul,OTC1,1,3,7.5,0,0,0,15,7,none,,,TRUE,FALSE,TRUE
21-Jul,OTC1,1,3,7.5,0,0,0,15,7,none,,,TRUE,FALSE,TRUE
01-Aug,OTC1,1,3,7.5,0,0,0,15,7,none,,,TRUE,FALSE,TRUE
12-Jul,OTC1,1,4,9,0,0,2,26,3,none,,,TRUE,FALSE,TRUE
21-Jul,OTC1,1,4,9,0,0,2,26,3,none,,,TRUE,FALSE,TRUE
01-Aug,OTC1,1,4,9,0,0,2,26,3,none,,,TRUE,FALSE,TRUE
12-Jul,OTC1,1,5,6,0,0,0,14,4,none,,,TRUE,FALSE,TRUE
21-Jul,OTC1,1,5,6,0,0,0,14,4,none,,,TRUE,FALSE,TRUE
01-Aug,OTC1,1,5,6,0,0,0,14,4,none,,,TRUE,FALSE,TRUE
12-Jul,OTC1,1,6,11,0,0,1,19,4,none,,,TRUE,FALSE,TRUE
21-Jul,OTC1,1,6,11,0,0,1,19,4,none,,,TRUE,FALSE,TRUE
01-Aug,OTC1,1,6,11,0,0,1,19,4,none,,,TRUE,FALSE,TRUE
12-Jul,OTC1,2,3,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
21-Jul,OTC1,2,3,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
01-Aug,OTC1,2,3,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
12-Jul,OTC1,2,4,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
21-Jul,OTC1,2,4,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
01-Aug,OTC1,2,4,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
12-Jul,OTC1,3,1,10.5,0,0,0,15,3,none,,,TRUE,FALSE,TRUE
21-Jul,OTC1,3,1,10.5,0,0,0,15,3,none,,,TRUE,FALSE,TRUE
01-Aug,OTC1,3,1,10.5,0,0,0,15,3,none,,,TRUE,FALSE,TRUE
12-Jul,OTC1,3,3,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
21-Jul,OTC1,3,3,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
01-Aug,OTC1,3,3,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
12-Jul,CON6,1,4,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,TRUE,TRUE
21-Jul,CON6,1,4,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,TRUE,TRUE
01-Aug,CON6,1,4,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,TRUE,TRUE
12-Jul,CON6,1,5,0.5,0,0,0,7,0,none,,,TRUE,TRUE,TRUE
21-Jul,CON6,1,5,0.5,0,0,0,7,0,none,,,TRUE,TRUE,TRUE
01-Aug,CON6,1,5,0.5,0,0,0,7,0,none,,,TRUE,TRUE,TRUE
12-Jul,CON6,1,6,0.5,0,0,0,3,0,none,,,TRUE,TRUE,TRUE
21-Jul,CON6,1,6,0.5,0,0,0,3,0,none,,,TRUE,TRUE,TRUE
01-Aug,CON6,1,6,0.5,0,0,0,3,0,none,,,TRUE,TRUE,TRUE
12-Jul,CON6,3,1,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,Snapped on stalk,TRUE,FALSE,TRUE
21-Jul,CON6,3,1,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,Snapped on stalk,TRUE,FALSE,TRUE
01-Aug,CON6,3,1,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,Snapped on stalk,TRUE,FALSE,TRUE
12-Jul,CON6,4,3,3.5,0,0,1,11,0,none,,,TRUE,FALSE,TRUE
21-Jul,CON6,4,3,3.5,0,0,1,11,0,none,,,TRUE,FALSE,TRUE
01-Aug,CON6,4,3,3.5,0,0,1,11,0,none,,,TRUE,FALSE,TRUE
12-Jul,CON6,4,4,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,Snapped on stalk,TRUE,FALSE,TRUE
21-Jul,CON6,4,4,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,Snapped on stalk,TRUE,FALSE,TRUE
01-Aug,CON6,4,4,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,Snapped on stalk,TRUE,FALSE,TRUE
12-Jul,CON6,4,8,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
21-Jul,CON6,4,8,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
01-Aug,CON6,4,8,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
12-Jul,OTC2,2,1,4,0,0,0,12,0,none,,,TRUE,FALSE,TRUE
21-Jul,OTC2,2,1,4,0,0,0,12,0,none,,,TRUE,FALSE,TRUE
01-Aug,OTC2,2,1,4,0,0,0,12,0,none,,,TRUE,FALSE,TRUE
12-Jul,OTC2,2,2,7,0,0,0,27,0,none,,,TRUE,FALSE,TRUE
21-Jul,OTC2,2,2,7,0,0,0,27,0,none,,,TRUE,FALSE,TRUE
01-Aug,OTC2,2,2,7,0,0,0,27,0,none,,,TRUE,FALSE,TRUE
12-Jul,OTC2,2,4,8.5,0,0,0,18,2,none,,,TRUE,FALSE,TRUE
21-Jul,OTC2,2,4,8.5,0,0,0,18,2,none,,,TRUE,FALSE,TRUE
01-Aug,OTC2,2,4,8.5,0,0,0,18,2,none,,,TRUE,FALSE,TRUE
12-Jul,OTC2,2,5,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
21-Jul,OTC2,2,5,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
01-Aug,OTC2,2,5,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
12-Jul,OTC2,2,6,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
21-Jul,OTC2,2,6,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
01-Aug,OTC2,2,6,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
12-Jul,OTC2,2,8,3.5,0,0,0,9,2,none,,,TRUE,FALSE,TRUE
21-Jul,OTC2,2,8,3.5,0,0,0,9,2,none,,,TRUE,FALSE,TRUE
01-Aug,OTC2,2,8,3.5,0,0,0,9,2,none,,,TRUE,FALSE,TRUE
12-Jul,OTC2,1,1,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,Plant Finished,TRUE,FALSE,TRUE
21-Jul,OTC2,1,1,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,Plant Finished,TRUE,FALSE,TRUE
01-Aug,OTC2,1,1,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,Plant Finished,TRUE,FALSE,TRUE
12-Jul,OTC2,1,2,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
21-Jul,OTC2,1,2,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
01-Aug,OTC2,1,2,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
12-Jul,OTC2,1,3,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
21-Jul,OTC2,1,3,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
01-Aug,OTC2,1,3,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
12-Jul,CON5,1,1,12.5,0,0,0,30,4,none,,,TRUE,FALSE,TRUE
21-Jul,CON5,1,1,12.5,0,0,0,30,4,none,,,TRUE,FALSE,TRUE
01-Aug,CON5,1,1,12.5,0,0,0,30,4,none,,,TRUE,FALSE,TRUE
12-Jul,CON5,1,2,5,0,0,0,9,4,none,,,TRUE,FALSE,TRUE
21-Jul,CON5,1,2,5,0,0,0,9,4,none,,,TRUE,FALSE,TRUE
01-Aug,CON5,1,2,5,0,0,0,9,4,none,,,TRUE,FALSE,TRUE
12-Jul,CON5,1,3,6,0,0,2,17,0,none,,,TRUE,FALSE,TRUE
21-Jul,CON5,1,3,6,0,0,2,17,0,none,,,TRUE,FALSE,TRUE
01-Aug,CON5,1,3,6,0,0,2,17,0,none,,,TRUE,FALSE,TRUE
12-Jul,CON5,1,4,13,0,0,3,26,3,none,,,TRUE,FALSE,TRUE
21-Jul,CON5,1,4,13,0,0,3,26,3,none,,,TRUE,FALSE,TRUE
01-Aug,CON5,1,4,13,0,0,3,26,3,none,,,TRUE,FALSE,TRUE
12-Jul,CON5,1,5,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,Snapped on Stalk,TRUE,FALSE,TRUE
21-Jul,CON5,1,5,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,Snapped on Stalk,TRUE,FALSE,TRUE
01-Aug,CON5,1,5,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,Snapped on Stalk,TRUE,FALSE,TRUE
12-Jul,CON5,1,6,12,0,0,1,31,2,none,,,TRUE,FALSE,TRUE
21-Jul,CON5,1,6,12,0,0,1,31,2,none,,,TRUE,FALSE,TRUE
01-Aug,CON5,1,6,12,0,0,1,31,2,none,,,TRUE,FALSE,TRUE
12-Jul,CON5,1,7,15,0,0,7,24,0,none,,,TRUE,FALSE,TRUE
21-Jul,CON5,1,7,15,0,0,7,24,0,none,,,TRUE,FALSE,TRUE
01-Aug,CON5,1,7,15,0,0,7,24,0,none,,,TRUE,FALSE,TRUE
12-Jul,CON5,1,9,11,0,0,5,16,1,none,,,TRUE,FALSE,TRUE
21-Jul,CON5,1,9,11,0,0,5,16,1,none,,,TRUE,FALSE,TRUE
01-Aug,CON5,1,9,11,0,0,5,16,1,none,,,TRUE,FALSE,TRUE
12-Jul,CON5,2,1,4.5,0,0,1,10,0,none,,,TRUE,FALSE,TRUE
21-Jul,CON5,2,1,4.5,0,0,1,10,0,none,,,TRUE,FALSE,TRUE
01-Aug,CON5,2,1,4.5,0,0,1,10,0,none,,,TRUE,FALSE,TRUE
12-Jul,CON5,2,2,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
21-Jul,CON5,2,2,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
01-Aug,CON5,2,2,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
12-Jul,CON5,2,3,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
21-Jul,CON5,2,3,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
01-Aug,CON5,2,3,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
12-Jul,CON5,2,4,1,0,0,0,4,0,abr,Aborted Tip,,TRUE,FALSE,TRUE
21-Jul,CON5,2,4,1,0,0,0,4,0,abr,Aborted Tip,,TRUE,FALSE,TRUE
01-Aug,CON5,2,4,1,0,0,0,4,0,abr,Aborted Tip,,TRUE,FALSE,TRUE
12-Jul,CON5,3,1,2.5,0,0,0,6,1,abr,Aborted Tip,Plant finished,TRUE,FALSE,TRUE
21-Jul,CON5,3,1,2.5,0,0,0,6,1,abr,Aborted Tip,Plant finished,TRUE,FALSE,TRUE
01-Aug,CON5,3,1,2.5,0,0,0,6,1,abr,Aborted Tip,Plant finished,TRUE,FALSE,TRUE
12-Jul,CON5,3,2,5.5,0,0,0,19,1,none,,,TRUE,FALSE,TRUE
21-Jul,CON5,3,2,5.5,0,0,0,19,1,none,,,TRUE,FALSE,TRUE
01-Aug,CON5,3,2,5.5,0,0,0,19,1,none,,,TRUE,FALSE,TRUE
12-Jul,CON5,3,3,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
21-Jul,CON5,3,3,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
01-Aug,CON5,3,3,NA,NA,NA,NA,NA,NA,abr,Aborted Raceme,,TRUE,FALSE,TRUE
12-Jul,CON5,3,4,9,0,0,0,12,8,none,,,TRUE,FALSE,TRUE
21-Jul,CON5,3,4,9,0,0,0,12,8,none,,,TRUE,FALSE,TRUE
01-Aug,CON5,3,4,9,0,0,0,12,8,none,,,TRUE,FALSE,TRUE
12-Jul,CON5,3,5,5,0,0,0,10,1,abr,Aborted Tip,,TRUE,FALSE,TRUE
21-Jul,CON5,3,5,5,0,0,0,10,1,abr,Aborted Tip,,TRUE,FALSE,TRUE
01-Aug,CON5,3,5,5,0,0,0,10,1,abr,Aborted Tip,,TRUE,FALSE,TRUE
12-Jul,CON5,3,6,12,0,0,0,23,5,none,,,TRUE,FALSE,TRUE
21-Jul,CON5,3,6,12,0,0,0,23,5,none,,,TRUE,FALSE,TRUE
01-Aug,CON5,3,6,12,0,0,0,23,5,none,,,TRUE,FALSE,TRUE
12-Jul,CON5,3,7,11,0,0,0,21,3,none,,,TRUE,FALSE,TRUE
21-Jul,CON5,3,7,11,0,0,0,21,3,none,,,TRUE,FALSE,TRUE
01-Aug,CON5,3,7,11,0,0,0,21,3,none,,,TRUE,FALSE,TRUE
12-Jul,CON5,3,8,NA,NA,NA,NA,NA,NA,abr,Aborted Tip in bag,,TRUE,FALSE,TRUE
21-Jul,CON5,3,8,NA,NA,NA,NA,NA,NA,abr,Aborted Tip in bag,,TRUE,FALSE,TRUE
01-Aug,CON5,3,8,NA,NA,NA,NA,NA,NA,abr,Aborted Tip in bag,,TRUE,FALSE,TRUE
12-Jul,CON5,3,9,8,0,0,0,20,4,none,,,TRUE,FALSE,TRUE
21-Jul,CON5,3,9,8,0,0,0,20,4,none,,,TRUE,FALSE,TRUE
01-Aug,CON5,3,9,8,0,0,0,20,4,none,,,TRUE,FALSE,TRUE
12-Jul,CON5,3,10,11,0,0,0,28,0,abr,Aborted Raceme,Snapped on stalk,TRUE,FALSE,TRUE
21-Jul,CON5,3,10,11,0,0,0,28,0,abr,Aborted Raceme,Snapped on stalk,TRUE,FALSE,TRUE
01-Aug,CON5,3,10,11,0,0,0,28,0,abr,Aborted Raceme,Snapped on stalk,TRUE,FALSE,TRUE
12-Jul,CON5,3,11,1,0,0,0,6,0,none,,,TRUE,FALSE,TRUE
21-Jul,CON5,3,11,1,0,0,0,6,0,none,,,TRUE,FALSE,TRUE
01-Aug,CON5,3,11,1,0,0,0,6,0,none,,,TRUE,FALSE,TRUE
12-Jul,CON5,3,12,11,0,0,0,18,5,none,aphids,,TRUE,FALSE,TRUE
21-Jul,CON5,3,12,11,0,0,0,18,5,none,aphids,,TRUE,FALSE,TRUE
01-Aug,CON5,3,12,11,0,0,0,18,5,none,aphids,,TRUE,FALSE,TRUE
12-Jul,CON5,3,13,1.5,0,0,0,7,2,none,aphids,,TRUE,FALSE,TRUE
21-Jul,CON5,3,13,1.5,0,0,0,7,2,none,aphids,,TRUE,FALSE,TRUE
01-Aug,CON5,3,13,1.5,0,0,0,7,2,none,aphids,,TRUE,FALSE,TRUE
12-Jul,CON5,3,14,11.5,0,0,0,27,2,none,,,TRUE,FALSE,TRUE
21-Jul,CON5,3,14,11.5,0,0,0,27,2,none,,,TRUE,FALSE,TRUE
01-Aug,CON5,3,14,11.5,0,0,0,27,2,none,,,TRUE,FALSE,TRUE
12-Jul,CON5,3,15,8,0,0,0,11,5,none,,,TRUE,FALSE,TRUE
21-Jul,CON5,3,15,8,0,0,0,11,5,none,,,TRUE,FALSE,TRUE
01-Aug,CON5,3,15,8,0,0,0,11,5,none,,,TRUE,FALSE,TRUE
12-Jul,CON5,3,16,11,0,0,0,25,3,none,,,TRUE,FALSE,TRUE
21-Jul,CON5,3,16,11,0,0,0,25,3,none,,,TRUE,FALSE,TRUE
01-Aug,CON5,3,16,11,0,0,0,25,3,none,,,TRUE,FALSE,TRUE
12-Jul,CON5,3,17,1.5,0,0,1,20,0,none,top broke,,TRUE,FALSE,TRUE
21-Jul,CON5,3,17,1.5,0,0,1,20,0,none,top broke,,TRUE,FALSE,TRUE
01-Aug,CON5,3,17,1.5,0,0,1,20,0,none,top broke,,TRUE,FALSE,TRUE
12-Jul,OTC3,1,1,NA,NA,NA,NA,NA,NA,abr,ABR,,TRUE,FALSE,TRUE
21-Jul,OTC3,1,1,NA,NA,NA,NA,NA,NA,abr,ABR,,TRUE,FALSE,TRUE
01-Aug,OTC3,1,1,NA,NA,NA,NA,NA,NA,abr,ABR,,TRUE,FALSE,TRUE
12-Jul,OTC3,1,5,6,0,0,4,15,0,none,,,TRUE,FALSE,TRUE
21-Jul,OTC3,1,5,6,0,0,4,15,0,none,,,TRUE,FALSE,TRUE
01-Aug,OTC3,1,5,6,0,0,4,15,0,none,,,TRUE,FALSE,TRUE
12-Jul,OTC3,3,1,12,0,5,8,18,1,none,,,TRUE,FALSE,TRUE
21-Jul,OTC3,3,1,12,0,5,8,18,1,none,,,TRUE,FALSE,TRUE
01-Aug,OTC3,3,1,12,0,5,8,18,1,none,,,TRUE,FALSE,TRUE
12-Jul,OTC3,3,2,13,0,8,7,16,0,none,,,TRUE,FALSE,TRUE
21-Jul,OTC3,3,2,13,0,8,7,16,0,none,,,TRUE,FALSE,TRUE
01-Aug,OTC3,3,2,13,0,8,7,16,0,none,,,TRUE,FALSE,TRUE
12-Jul,CON4,2,1,4,0,11,0,8,0,none,,,TRUE,FALSE,TRUE
21-Jul,CON4,2,1,4,0,11,0,8,0,none,,,TRUE,FALSE,TRUE
01-Aug,CON4,2,1,4,0,11,0,8,0,none,,,TRUE,FALSE,TRUE
12-Jul,CON4,2,2,9,2,4,6,13,0,none,,,TRUE,FALSE,TRUE
21-Jul,CON4,2,2,9,2,4,6,13,0,none,,,TRUE,FALSE,TRUE
01-Aug,CON4,2,2,9,2,4,6,13,0,none,,,TRUE,FALSE,TRUE
12-Jul,CON4,2,5,8,0,7,3,13,0,none,,,TRUE,FALSE,TRUE
21-Jul,CON4,2,5,8,0,7,3,13,0,none,,,TRUE,FALSE,TRUE
01-Aug,CON4,2,5,8,0,7,3,13,0,none,,,TRUE,FALSE,TRUE
12-Jul,CON4,2,8,10,2,3,1,16,0,none,,,TRUE,FALSE,TRUE
21-Jul,CON4,2,8,10,2,3,1,16,0,none,,,TRUE,FALSE,TRUE
01-Aug,CON4,2,8,10,2,3,1,16,0,none,,,TRUE,FALSE,TRUE
12-Jul,CON4,2,9,5,0,0,0,12,0,none,,,TRUE,FALSE,TRUE
21-Jul,CON4,2,9,5,0,0,0,12,0,none,,,TRUE,FALSE,TRUE
01-Aug,CON4,2,9,5,0,0,0,12,0,none,,,TRUE,FALSE,TRUE
12-Jul,CON4,5,1,NA,NA,NA,NA,NA,NA,abr,abr,plant finished,TRUE,FALSE,TRUE
21-Jul,CON4,5,1,NA,NA,NA,NA,NA,NA,abr,abr,plant finished,TRUE,FALSE,TRUE
01-Aug,CON4,5,1,NA,NA,NA,NA,NA,NA,abr,abr,plant finished,TRUE,FALSE,TRUE
12-Jul,CON4,5,2,3,0,0,0,13,0,abt,abt,,TRUE,FALSE,TRUE
21-Jul,CON4,5,2,3,0,0,0,13,0,abt,abt,,TRUE,FALSE,TRUE
01-Aug,CON4,5,2,3,0,0,0,13,0,abt,abt,,TRUE,FALSE,TRUE
12-Jul,CON4,3,1,14,0,0,2,17,5,none,,,TRUE,FALSE,TRUE
21-Jul,CON4,3,1,14,0,0,2,17,5,none,,,TRUE,FALSE,TRUE
01-Aug,CON4,3,1,14,0,0,2,17,5,none,,,TRUE,FALSE,TRUE
12-Jul,CON4,3,3,NA,NA,NA,NA,NA,NA,abr,abr,,TRUE,FALSE,TRUE
21-Jul,CON4,3,3,NA,NA,NA,NA,NA,NA,abr,abr,,TRUE,FALSE,TRUE
01-Aug,CON4,3,3,NA,NA,NA,NA,NA,NA,abr,abr,,TRUE,FALSE,TRUE
12-Jul,CON4,4,1,9,0,0,4,19,0,none,,,TRUE,TRUE,TRUE
21-Jul,CON4,4,1,9,0,0,4,19,0,none,,,TRUE,TRUE,TRUE
01-Aug,CON4,4,1,9,0,0,4,19,0,none,,,TRUE,TRUE,TRUE
12-Jul,CON3,3,3,NA,NA,NA,NA,NA,NA,abr,abr,,TRUE,FALSE,TRUE
21-Jul,CON3,3,3,NA,NA,NA,NA,NA,NA,abr,abr,,TRUE,FALSE,TRUE
01-Aug,CON3,3,3,NA,NA,NA,NA,NA,NA,abr,abr,,TRUE,FALSE,TRUE
12-Jul,CON3,3,4,NA,NA,NA,NA,NA,NA,abr,abr,,TRUE,FALSE,TRUE
21-Jul,CON3,3,4,NA,NA,NA,NA,NA,NA,abr,abr,,TRUE,FALSE,TRUE
01-Aug,CON3,3,4,NA,NA,NA,NA,NA,NA,abr,abr,,TRUE,FALSE,TRUE
12-Jul,CON3,3,7,9,0,0,5,20,1,none,aphids,,TRUE,FALSE,TRUE
21-Jul,CON3,3,7,9,0,0,5,20,1,none,aphids,,TRUE,FALSE,TRUE
01-Aug,CON3,3,7,9,0,0,5,20,1,none,aphids,,TRUE,FALSE,TRUE
12-Jul,CON3,3,8,NA,NA,NA,NA,NA,NA,abr,abr,,TRUE,FALSE,TRUE
21-Jul,CON3,3,8,NA,NA,NA,NA,NA,NA,abr,abr,,TRUE,FALSE,TRUE
01-Aug,CON3,3,8,NA,NA,NA,NA,NA,NA,abr,abr,,TRUE,FALSE,TRUE
12-Jul,CON3,3,9,NA,NA,NA,NA,NA,NA,abr,abr,,TRUE,FALSE,TRUE
21-Jul,CON3,3,9,NA,NA,NA,NA,NA,NA,abr,abr,,TRUE,FALSE,TRUE
01-Aug,CON3,3,9,NA,NA,NA,NA,NA,NA,abr,abr,,TRUE,FALSE,TRUE
12-Jul,CON3,2,1,NA,NA,NA,NA,NA,NA,abr,abr,plant finished,TRUE,FALSE,TRUE
21-Jul,CON3,2,1,NA,NA,NA,NA,NA,NA,abr,abr,plant finished,TRUE,FALSE,TRUE
01-Aug,CON3,2,1,NA,NA,NA,NA,NA,NA,abr,abr,plant finished,TRUE,FALSE,TRUE
12-Jul,CON3,2,2,NA,NA,NA,NA,NA,NA,abr,abr,,TRUE,FALSE,TRUE
21-Jul,CON3,2,2,NA,NA,NA,NA,NA,NA,abr,abr,,TRUE,FALSE,TRUE
01-Aug,CON3,2,2,NA,NA,NA,NA,NA,NA,abr,abr,,TRUE,FALSE,TRUE
12-Jul,CON3,2,3,NA,NA,NA,NA,NA,NA,abr,abr,,TRUE,FALSE,TRUE
21-Jul,CON3,2,3,NA,NA,NA,NA,NA,NA,abr,abr,,TRUE,FALSE,TRUE
01-Aug,CON3,2,3,NA,NA,NA,NA,NA,NA,abr,abr,,TRUE,FALSE,TRUE
12-Jul,CON3,1,1,NA,NA,NA,NA,NA,NA,abr,abr,,TRUE,FALSE,TRUE
21-Jul,CON3,1,1,NA,NA,NA,NA,NA,NA,abr,abr,,TRUE,FALSE,TRUE
01-Aug,CON3,1,1,NA,NA,NA,NA,NA,NA,abr,abr,,TRUE,FALSE,TRUE
12-Jul,CON3,1,6,4,0,0,1,7,0,abt,abt,,TRUE,FALSE,TRUE
21-Jul,CON3,1,6,4,0,0,1,7,0,abt,abt,,TRUE,FALSE,TRUE
01-Aug,CON3,1,6,4,0,0,1,7,0,abt,abt,,TRUE,FALSE,TRUE
12-Jul,OTC4,3,2,2.5,0,0,2,0,2,abt,abt,,TRUE,TRUE,TRUE
21-Jul,OTC4,3,2,2.5,0,0,2,0,2,abt,abt,,TRUE,TRUE,TRUE
01-Aug,OTC4,3,2,2.5,0,0,2,0,2,abt,abt,,TRUE,TRUE,TRUE
12-Jul,OTC4,3,3,3,0,1,0,26,4,none,,,TRUE,TRUE,TRUE
21-Jul,OTC4,3,3,3,0,1,0,26,4,none,,,TRUE,TRUE,TRUE
01-Aug,OTC4,3,3,3,0,1,0,26,4,none,,,TRUE,TRUE,TRUE
